name,3,5,10,EXP,EXP 1.4,EXP 1.6
grid_32x32_a2,-0.03266,-0.03096000000000001,-0.022249999999999992,-0.03285,-0.03790599999999999,-0.056020000000000014
grid_32x32_a4,-0.4935999999999999,-0.49060000000000004,-0.35539999999999994,-0.5040000000000001,-0.5629999999999998,-0.5686000000000001
grid_32x32_a6,0.20977999999999997,0.03173999999999988,0.3693000000000001,0.044600000000000084,0.05726000000000009,-0.08252000000000004
grid_32x32_a8,0.12979999999999992,0.018000000000000016,0.4950000000000001,0.0875999999999999,0.03500000000000014,0.0008000000000001339
grid_32x32_a10,0.18571999999999989,0.045399999999999996,0.3350399999999998,0.12222,0.00863999999999987,-0.11752000000000007
grid_32x32_a12,0.27680000000000016,0.5886000000000002,0.8023999999999998,0.04859999999999998,0.008600000000000163,-0.13179999999999992
grid_32x32_a14,0.12860000000000005,0.3388000000000002,0.675,0.13280000000000003,-0.007599999999999829,-0.21940000000000026
grid_32x32_a16,1.5399999999999991,2.1366000000000014,2.6704,0.19620000000000015,0.3061999999999996,-0.6255999999999986
grid_32x32_a18,0.9197999999999995,0.7171999999999992,1.9984000000000002,0.25080000000000036,0.2604000000000002,-0.31340000000000057
grid_32x32_a20,0.7130000000000001,0.39440000000000186,2.2736,0.44539999999999935,0.39780000000000015,-0.3197999999999981
grid_32x32_a22,1.8818000000000001,0.9959999999999987,3.1584000000000003,-0.044800000000000395,0.13700000000000045,-0.15080000000000027
grid_32x32_a24,2.9840000000000018,0.25200000000000067,7.440000000000001,-0.3819999999999997,-2.411999999999999,-0.3899999999999988
grid_32x32_a26,0.44179999999999975,0.23439999999999994,2.0893999999999995,0.6041999999999996,-0.6903999999999995,-0.08060000000000045
grid_32x32_a28,0.22020000000000106,0.15859999999999985,3.216799999999999,0.15900000000000158,0.30319999999999947,0.06040000000000045
grid_32x32_a30,0.4062000000000001,1.2603999999999989,5.449999999999999,-1.0127999999999986,0.43659999999999854,0.5875999999999983
Total,9.511240000000003,6.650580000000001,30.59609,0.11497000000000224,-1.7602059999999993,-2.407259999999998
